Column1,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
"'2015-04-15T01:00:00',",279.244,"102,048.11",0,"974,391.44",281.483,0,2.182,1.728
"'2015-04-15T02:00:00',",279.031,"101,964.53",0,"1,947,238.06",281.205,0,2.212,1.826
"'2015-04-15T03:00:00',",278.881,"101,925.04",0,"2,918,892.38",281.003,0,2.252,1.886
"'2015-04-15T04:00:00',",278.727,"101,869.86",0,"3,889,419.38",280.785,0,2.216,1.868
"'2015-04-15T05:00:00',",278.594,"101,839.18","4,693","4,857,661",280.558,0,2.102,1.905
"'2015-04-15T06:00:00',",279.064,"101,835.23","256,524","5,826,612",281.388,0,1.909,1.916
"'2015-04-15T07:00:00',",280.326,"101,808.90","1,034,202","6,820,390",284.21,0,1.869,2.061
"'2015-04-15T08:00:00',",281.157,"101,784.60","2,392,696","7,833,951",286.682,0,2.332,2.31
"'2015-04-15T09:00:00',",281.988,"101,744.52","4,285,364","8,871,184",288.901,0,2.585,2.403
"'2015-04-15T10:00:00',",282.771,"101,706.06","6,607,346","9,932,104",290.829,0,2.945,2.501
"'2015-04-15T11:00:00',",283.241,"101,657.64","9,210,922","11,015,583",292.335,0,3.45,2.431
"'2015-04-15T12:00:00',",283.113,"101,596.93","11,923,322","12,118,161",293.364,0,3.974,2.067
"'2015-04-15T13:00:00',",282.797,"101,540.71","14,564,502","13,234,299",293.928,0,4.332,1.472
"'2015-04-15T14:00:00',",282.544,"101,466.48","16,959,408","14,359,298",294.079,0,4.369,0.749
"'2015-04-15T15:00:00',",282.649,"101,408.40","18,960,032","15,487,091",293.863,0,4.104,-0.186
"'2015-04-15T16:00:00',",283.722,"101,362.91","20,456,216","16,610,713",293.083,0,3.247,-1.293
"'2015-04-15T17:00:00',",284.288,"101,387.65","21,382,934","17,719,549",291.281,0,2.366,-2.486
"'2015-04-15T18:00:00',",283.468,"101,433.04","21,751,176","18,811,065",288.355,0,1.512,-3.438
"'2015-04-15T19:00:00',",281.12,"101,440.25","21,781,146","19,879,026",286.158,0,0.466,-3.497
"'2015-04-15T20:00:00',",279.925,"101,509.03","21,781,146","20,900,073",284.023,0,0.039,-3.399
"'2015-04-15T21:00:00',",279.348,"101,539.98","21,781,146","21,916,676",282.656,0,-0.23,-3.052
"'2015-04-15T22:00:00',",279.37,"101,570.09","21,781,146","22,925,907",281.784,0,-0.277,-2.48
"'2015-04-15T23:00:00',",279.538,"101,591.43","21,781,146","23,964,212",281.336,0,-0.301,-1.952
"'2015-04-16T00:00:00',",279.672,"101,585.48","21,781,146","25,007,195",280.927,0,-0.303,-1.626
"'2015-04-16T07:00:00',",279.139,"101,684.62","739,110","7,493,383",280.963,0,-1.836,-1.858
"'2015-04-16T08:00:00',",279.245,"101,707.10","1,673,864","8,681,894",281.895,0,-1.778,-2.017
"'2015-04-16T11:00:00',",277.305,"101,691.66","7,803,136","11,883,491",285.442,0,-2.154,-2.221
"'2015-04-16T12:00:00',",276.863,"101,647.88","10,324,448","12,946,591",286.094,0,-2.032,-2.126
"'2015-04-16T13:00:00',",276.684,"101,614.80","12,818,530","14,001,977",286.536,0,-1.886,-2.296
"'2015-04-30T00:00:00',",278.579,"101,257.43","14,615,030","25,514,634",280.639,0.002,2.381,2.177
"'2015-04-30T01:00:00',",278.533,"101,247.91",0,"1,022,697.88",280.055,0,2.417,2.151
"'2015-04-30T02:00:00',",278.464,"101,220.75",0,"2,056,184.88",279.726,0,2.119,2.26
"'2015-04-30T03:00:00',",278.347,"101,206.16",0,"3,085,597.06",279.473,0,1.868,2.544
"'2015-04-30T04:00:00',",278.126,"101,184.82",0,"4,063,017.06",279.096,0,1.941,2.764
"'2015-04-30T05:00:00',",278.205,"101,203.59","61,182","5,047,691.50",279.158,0,2.03,2.822
"'2015-04-30T06:00:00',",278.833,"101,222.27","438,676","6,034,638",279.874,0,1.825,2.657
"'2015-04-30T07:00:00',",279.324,"101,220.15","1,327,196","7,018,304",280.995,0,2.453,3.312
"'2015-04-30T08:00:00',",280.539,"101,186.29","2,612,976","8,089,146",282.254,0,2.075,3.09
"'2015-04-30T09:00:00',",281.243,"101,182.42","4,348,280","9,163,468",283.487,0.001,2.376,3.074
"'2015-04-30T10:00:00',",281.238,"101,138.97","6,358,610","10,266,621",284.368,0.001,2.653,2.966
"'2015-04-30T11:00:00',",280.259,"101,089.60","8,928,574","11,333,728",285.368,0.001,3.059,2.755
"'2015-04-30T12:00:00',",279.989,"101,034.80","11,450,406","12,435,517",286.003,0.001,3.128,2.644
"'2015-04-30T13:00:00',",279.89,"100,985.70","13,689,598","13,521,170",286.177,0.001,3.331,2.333
"'2015-04-30T14:00:00',",279.125,"100,943.01","15,490,364","14,679,416",285.826,0.002,3.889,1.567
"'2015-04-30T15:00:00',",277.242,"100,952.88","16,928,192","15,821,557",284.443,0.003,4.477,0.976
"'2015-04-30T16:00:00',",276.224,"100,919.20","18,114,676","16,880,481",284.707,0.003,4.053,0.53
"'2015-04-30T17:00:00',",275.759,"100,919.68","18,943,864","17,938,040",284.442,0.003,3.792,-0.217
"'2015-04-30T18:00:00',",275.891,"100,959.44","19,420,514","18,941,111",283.735,0.003,2.98,0.018
"'2015-04-30T19:00:00',",274.744,"100,972.14","19,530,284","19,913,773",282.607,0.003,2.608,-0.388
"'2015-04-30T20:00:00',",275.41,"100,999.97","19,530,284","20,864,850",281.337,0.003,2.186,-0.469
"'2015-04-30T21:00:00',",276.135,"101,019.65","19,530,284","21,812,095",280.317,0.003,1.955,-0.187
"'2015-04-30T22:00:00',",276.562,"101,017.17","19,530,284","22,742,021",279.246,0.003,2.037,0.038
"'2015-04-30T23:00:00',",276.646,"101,030.61","19,530,284","23,657,882",278.388,0.003,2.23,-0.15
"'2015-05-01T00:00:00',",276.73,"101,011.97","19,530,284","24,584,187",277.985,0.003,2.248,-0.445
"'2015-05-03T15:00:00',",286.4,"100,030.08","5,554,044","18,331,006",287.118,0.005,1.195,4.473
"'2015-05-03T16:00:00',",286.597,"99,984.29","5,728,264","19,699,332",287.312,0.005,1.643,4.681
"'2015-05-04T13:00:00',",283.335,"100,735.77","8,590,128","15,830,895",290.273,0.001,2.22,2.774
"'2015-05-04T14:00:00',",283.173,"100,720.09","9,702,848","17,165,014",290.659,0.001,1.623,2.966
"'2015-05-05T11:00:00',",286.032,"99,551.16","8,408,270","14,223,209",292.128,0.006,5.593,7.535
"'2015-05-05T12:00:00',",285.847,"99,697.98","10,305,080","15,516,948",291.495,0.006,7.395,6.111
"'2015-05-05T13:00:00',",284.384,"99,887.86","12,238,076","16,847,840",290.42,0.006,8.02,4.081
"'2015-05-07T15:00:00',",282.915,"101,729.19","15,735,504","17,436,958",288.307,0.002,3.496,1.136
"'2015-05-07T17:00:00',",281.944,"101,767.21","17,537,888","19,750,644",285.651,0.003,2.16,0.484
"'2015-05-07T18:00:00',",282.016,"101,785.97","18,011,636","20,850,284",285.462,0.003,1.095,0.694
"'2015-05-07T19:00:00',",281.861,"101,791.99","18,120,676","21,968,525",285.036,0.003,-0.15,1.201
"'2015-05-07T20:00:00',",282.008,"101,809.25","18,121,236","23,117,607",284.146,0.003,-0.563,1.488
"'2015-05-07T21:00:00',",281.902,"101,812.80","18,121,236","24,207,106",283.285,0.003,-0.691,1.64
"'2015-05-07T22:00:00',",281.711,"101,794.60","18,121,236","25,309,482",282.765,0.003,-0.662,1.686
"'2015-05-07T23:00:00',",281.519,"101,793.11","18,121,236","26,412,086",282.455,0.003,-0.755,1.735
"'2015-05-08T00:00:00',",281.56,"101,747.12","18,121,236","27,563,362",282.503,0.003,-0.89,1.753
"'2015-05-08T01:00:00',",281.518,"101,751.42",0,"1,153,181.13",282.526,0,-0.892,1.832
"'2015-05-08T02:00:00',",281.364,"101,699.98",0,"2,294,122.44",282.423,0,-0.972,1.723
"'2015-05-08T03:00:00',",281.219,"101,658.61",0,"3,453,283.75",282.422,0,-1.058,1.581
"'2015-05-08T04:00:00',",280.923,"101,615.70",0,"4,586,475.56",282.223,0,-1.105,1.546
"'2015-05-08T05:00:00',",281.01,"101,610.93","82,815","5,732,061",282.51,0,-1.032,1.361
"'2015-05-08T06:00:00',",281.55,"101,623.93","376,980","6,903,093",283.591,0,-1.002,1.001
"'2015-05-08T07:00:00',",282.812,"101,592.84","1,096,436","8,080,007",285.519,0,-1.504,0.327
"'2015-05-08T08:00:00',",282.951,"101,579.73","2,420,818","9,236,702",287.25,0,-1.74,0.307
"'2015-05-08T09:00:00',",282.092,"101,551.45","4,165,030","10,374,451",288.431,0,-2.15,0.594
"'2015-05-08T10:00:00',",281.134,"101,528.74","6,312,646","11,479,306",289.211,0,-1.877,0.927
"'2015-05-08T11:00:00',",280.783,"101,493.98","8,618,618","12,646,526",289.697,0,-1.431,0.96
"'2015-05-08T12:00:00',",280.049,"101,459.18","10,920,528","13,846,609",290.139,0,-1.329,0.818
"'2015-05-08T13:00:00',",279.614,"101,429.47","12,752,180","15,079,047",290.501,0,-1.213,0.385
"'2015-05-08T14:00:00',",279.42,"101,403.18","14,172,608","16,351,044",290.699,0,-1.168,0.22
"'2015-05-08T15:00:00',",279.377,"101,385.92","15,489,740","17,619,720",290.918,0,-1.148,-0.099
"'2015-05-08T16:00:00',",280.371,"101,347.22","16,116,488","18,932,794",290.506,0,-1.347,-0.767
"'2015-05-08T17:00:00',",281.802,"101,300.73","16,584,032","20,191,492",289.763,0,-1.686,-0.961
"'2015-05-08T18:00:00',",281.82,"101,317.56","17,052,416","21,381,690",289.144,0,-2.015,-0.662
"'2015-05-08T19:00:00',",281.669,"101,340.55","17,152,148","22,600,492",288.33,0,-1.921,-0.747
"'2015-05-08T20:00:00',",281.389,"101,351.19","17,152,936","23,837,257",287.356,0,-2.287,0.032
"'2015-05-08T21:00:00',",281.306,"101,350.59","17,152,936","25,020,446",286.554,0,-2.134,0.792
"'2015-05-08T22:00:00',",281.398,"101,318.43","17,152,936","26,175,352",285.895,0,-2.187,1.798
"'2015-05-08T23:00:00',",281.598,"101,277.36","17,152,936","27,371,775",286.069,0,-1.474,2.666
"'2015-05-09T00:00:00',",281.854,"101,243.68","17,152,936","28,562,785",286.007,0.001,-0.049,3.363
"'2015-05-09T01:00:00',",282.667,"101,206.61",0,"1,246,286.50",286.309,0,1.259,3.676
"'2015-05-09T02:00:00',",283.513,"101,205.10",0,"2,541,437.50",286.441,0.001,2.018,3.735
"'2015-05-09T03:00:00',",284.019,"101,182.70",0,"3,811,288.63",286.329,0.001,2.292,3.495
"'2015-05-09T04:00:00',",284.66,"101,199.56",0,"5,113,351.94",286.391,0.001,3.429,3.179
"'2015-05-09T05:00:00',",284.549,"101,252.98","49,487","6,433,474.50",286.237,0.001,4.847,2.854
"'2015-05-09T06:00:00',",283.862,"101,305.93","185,666","7,752,642",285.899,0.001,4.433,3.021
"'2015-05-09T07:00:00',",283.538,"101,348.88","705,096","9,024,273",286.835,0.001,5.154,3.927
"'2015-05-09T08:00:00',",283.405,"101,412.94","1,636,732","10,274,640",287.321,0.001,6.229,3.678
"'2015-05-09T09:00:00',",283.342,"101,426.55","3,111,780","11,490,314",287.828,0.001,6.162,3.636
"'2015-05-09T10:00:00',",282.998,"101,465.51","5,282,528","12,673,320",288.48,0.002,7.122,3.345
"'2015-05-09T11:00:00',",282.565,"101,511.80","7,301,834","13,895,181",288.66,0.002,6.873,2.8
"'2015-05-09T12:00:00',",282.108,"101,531.59","9,433,492","15,111,069",288.974,0.002,6.948,2.696
"'2015-05-09T13:00:00',",281.887,"101,539.58","11,223,212","16,332,708",289.008,0.002,6.727,2.91
"'2015-05-09T14:00:00',",281.758,"101,592.76","13,280,888","17,490,017",289.23,0.002,6.885,3.313
"'2015-05-09T15:00:00',",280.713,"101,617.98","14,974,112","18,668,953",288.827,0.002,7.431,2.99
"'2015-05-09T16:00:00',",281.132,"101,642.59","15,885,376","19,914,868",287.578,0.002,6.592,2.325
"'2015-05-09T17:00:00',",282.464,"101,665.41","16,383,080","21,134,695",286.666,0.002,4.21,2.352
"'2015-05-09T18:00:00',",282.633,"101,716.66","16,781,200","22,332,781",286.479,0.003,5.862,2.229
"'2015-05-09T19:00:00',",282.232,"101,808.76","16,910,936","23,523,692",286.201,0.003,5.097,0.884
"'2015-05-09T20:00:00',",281.991,"101,916.83","16,912,492","24,626,423",285.544,0.003,4.802,0.388
"'2015-05-09T21:00:00',",281.533,"101,995.02","16,912,492","25,695,041",284.818,0.003,4.391,-0.367
"'2015-05-09T22:00:00',",281.019,"102,095.61","16,912,492","26,761,417",284.043,0.003,3.747,-0.983
"'2015-05-09T23:00:00',",280.274,"102,141.89","16,912,492","27,813,198",283.206,0.003,3.149,-0.656
"'2015-05-10T00:00:00',",279.748,"102,210.90","16,912,492","28,844,124",282.526,0.003,2.959,-0.176
"'2015-05-10T01:00:00',",279.449,"102,304.72",0,"1,000,002.44",281.965,0,2.954,-0.019
"'2015-05-10T02:00:00',",279.355,"102,345.99",0,"2,024,144.94",281.661,0,2.602,0.17
"'2015-05-10T03:00:00',",279.355,"102,374.43",0,"3,019,694.94",281.213,0,2.344,0.22
"'2015-05-10T04:00:00',",279.352,"102,421.73",0,"4,011,980.88",280.873,0,2.116,0.201
"'2015-05-10T05:00:00',",279.705,"102,462.33","129,460","5,009,062.25",280.951,0,1.552,0.262
"'2015-05-10T06:00:00',",280.451,"102,525.31","685,454","6,006,678",282.77,0,1.09,0.206
"'2015-05-10T07:00:00',",279.904,"102,622.52","1,804,452","7,012,396",283.915,0,1.18,-0.205
"'2015-05-10T08:00:00',",279.683,"102,660.18","3,484,668","8,034,627",285.154,0,0.813,-0.079
"'2015-05-10T09:00:00',",279.678,"102,681.96","5,630,560","9,097,734",286.389,0,0.539,0.447
"'2015-05-10T10:00:00',",279.643,"102,668.46","8,140,784","10,180,981",287.717,0,0.695,0.94
"'2015-05-18T00:00:00',",277.816,"101,845.74","19,844,940","26,133,554",280.023,0,-0.192,2.146
"'2015-05-18T01:00:00',",277.637,"101,750.72",0,"1,013,360.13",280.029,0,-0.204,2.283
"'2015-05-18T02:00:00',",277.476,"101,660.64",0,"2,010,293.19",279.984,0,-0.155,2.406
"'2015-05-18T03:00:00',",277.407,"101,558.31",0,"3,041,130.13",280.129,0,-0.134,2.406
"'2015-05-18T04:00:00',",277.493,"101,437.82","3,884","4,126,319.44",280.49,0,0.007,2.318
"'2015-05-18T05:00:00',",277.948,"101,376.92","151,948","5,246,244.50",281.397,0,0.454,2.254
"'2015-05-18T06:00:00',",278.293,"101,303.50","536,506","6,400,294",282.572,0,1.008,2.444
"'2015-05-18T07:00:00',",278.959,"101,184.07","1,172,352","7,558,517",283.545,0,2.095,3.435
"'2015-05-18T08:00:00',",279.114,"101,085.43","2,036,880","8,735,126",284.259,0,2.377,3.865
"'2015-05-18T09:00:00',",278.952,"100,970.84","3,355,694","9,922,472",285.436,0,3.284,4.508
"'2015-05-18T10:00:00',",279.177,"100,899.32","5,395,930","11,059,562",286.747,0,4.065,4.855
"'2015-05-18T11:00:00',",279.015,"100,822.54","6,642,270","12,306,763",287.065,0,4.452,4.498
"'2015-05-18T12:00:00',",280.247,"100,705.09","7,935,318","13,572,239",287.196,0.001,3.524,4.026
"'2015-05-18T13:00:00',",280.707,"100,590.13","9,267,232","14,811,680",287.932,0.001,3.578,4.936
"'2015-05-18T14:00:00',",281.621,"100,501.81","10,437,908","16,058,825",288.045,0.001,2.658,4.521
"'2015-05-18T15:00:00',",281.765,"100,427.85","10,856,936","17,351,293",287.77,0.001,2.644,4.238
"'2015-05-18T16:00:00',",281.891,"100,345.06","11,142,048","18,664,409",287.654,0.001,3.771,4.465
"'2015-05-18T17:00:00',",282.907,"100,325.06","11,290,740","19,978,174",286.806,0.002,4.174,4.06
"'2015-05-18T18:00:00',",283.294,"100,297.86","11,386,336","21,283,306",286.209,0.002,4.041,3.74
"'2015-05-18T19:00:00',",282.353,"100,271.91","11,461,080","22,558,763",285.979,0.003,4.135,3.188
"'2015-05-18T20:00:00',",281.735,"100,298.91","11,467,212","23,770,065",285.361,0.003,3.823,2.973
"'2015-05-18T21:00:00',",281.337,"100,310.43","11,467,212","24,935,850",284.675,0.003,3.581,2.601
"'2015-05-18T22:00:00',",281.081,"100,318.80","11,467,212","26,085,696",284.043,0.003,3.384,2.341
"'2015-05-18T23:00:00',",280.817,"100,314.99","11,467,212","27,230,332",283.529,0.003,3.305,2.36
"'2015-05-19T00:00:00',",280.456,"100,321.74","11,467,212","28,342,276",282.982,0.003,3.288,2.401
"'2015-05-19T11:00:00',",279.413,"100,472.05","9,472,070","11,616,392",286.584,0.001,4.844,4.735
"'2015-05-19T12:00:00',",279.92,"100,469.21","12,048,772","12,766,088",287.164,0.001,4.987,4.379
"'2015-05-19T13:00:00',",280.414,"100,476.53","14,324,360","13,934,286",287.282,0.001,4.991,4.091
"'2015-05-31T00:00:00',",278.559,"101,446.06","22,516,740","25,410,285",281.824,0.002,-0.059,2.664
"'2015-05-31T01:00:00',",279.013,"101,390.53",0,"1,054,590.06",282.098,0,0.042,2.92
"'2015-05-31T02:00:00',",279.267,"101,329.84",0,"2,151,999",282.492,0,-0.022,2.996
"'2015-05-31T03:00:00',",279.179,"101,266.84",0,"3,277,614.63",282.79,0,-0.13,3.036
"'2015-05-31T04:00:00',",278.908,"101,192.86","9,363","4,453,619.75",283.203,0,-0.078,3.287
"'2015-05-31T05:00:00',",278.822,"101,157.19","147,275","5,625,896.50",283.839,0,0.269,3.692
"'2015-05-31T06:00:00',",279.146,"101,109.07","502,836","6,828,899",284.914,0,0.494,3.727
"'2015-05-31T07:00:00',",280.998,"101,021.71","999,094","8,066,536",286.079,0,0.109,3.618
"'2015-05-31T08:00:00',",281.555,"100,961.29","1,635,894","9,330,602",287.063,0,0.601,4.259
"'2015-05-31T09:00:00',",282.537,"100,909.23","2,562,526","10,618,572",288.228,0,1.042,4.944
"'2015-05-31T10:00:00',",283.517,"100,864.59","3,645,458","11,920,670",289.371,0,2.51,5.659
"'2015-05-31T11:00:00',",284.389,"100,815.41","5,366,600","13,215,895",289.903,0.001,4.438,6.424
"'2015-05-31T12:00:00',",284.918,"100,824.88","6,883,610","14,530,774",289.711,0.001,4.562,6.038
"'2015-05-31T13:00:00',",285.251,"100,805.71","7,328,660","15,868,839",288.809,0.002,3.074,5.002
"'2015-05-31T14:00:00',",285.547,"100,765.63","7,616,174","17,214,916",288.493,0.003,2.665,5.482
"'2015-05-31T15:00:00',",285.585,"100,733.52","7,783,794","18,570,855",288.297,0.003,2.97,5.605
"'2015-05-31T16:00:00',",285.7,"100,701.17","7,980,450","19,935,741",288.371,0.003,3.14,5.542
"'2015-05-31T17:00:00',",285.763,"100,693.81","8,101,458","21,304,429",288.387,0.003,3.37,5.394
"'2015-05-31T18:00:00',",285.939,"100,677.81","8,160,402","22,673,347",288.26,0.003,3.682,4.931
"'2015-05-31T19:00:00',",286.448,"100,615.23","8,189,734","24,049,119",288.306,0.005,3.564,4.662
"'2015-05-31T20:00:00',",286.519,"100,660.87","8,191,760","25,424,314",287.89,0.007,4.869,3.375
"'2015-05-31T21:00:00',",285.859,"100,766.56","8,191,760","26,784,613",286.966,0.009,5.369,0.537
"'2015-05-31T22:00:00',",284.617,"100,885.32","8,191,760","28,108,227",285.802,0.009,3.95,-1.724
"'2015-05-31T23:00:00',",282.923,"100,997.86","8,191,760","29,411,023",284.692,0.009,2.872,-1.869
"'2015-06-01T00:00:00',",281.714,"101,090.11","8,191,760","30,703,620",284.231,0.009,2.566,-0.924
"'2015-06-05T19:00:00',",292.094,"101,410.38","26,735,960","23,905,771",296.384,0.001,2.276,-0.659
"'2015-06-16T07:00:00',",278.954,"102,494.91","1,886,426","7,063,106",284.603,0,-0.995,-2.216
"'2015-06-22T09:00:00',",283.952,"100,806.58","1,450,814","11,317,568",286.08,0.006,2.627,1.998
"'2015-06-22T10:00:00',",284.016,"100,782.95","2,029,692","12,595,598",285.843,0.007,3.782,1.567
"'2015-06-22T11:00:00',",284.888,"100,751.87","2,658,720","13,869,480",286.196,0.008,3.52,1.932
"'2015-06-22T12:00:00',",285.48,"100,684.11","4,147,548","15,127,200",287.73,0.008,3.454,2.052
"'2015-06-22T13:00:00',",283.989,"100,673.75","5,483,752","16,379,677",286.861,0.01,4.555,0.98
"'2015-06-22T14:00:00',",284.186,"100,638.58","7,637,280","17,550,424",287.78,0.011,4.264,-0.923
"'2015-06-22T15:00:00',",284.148,"100,581.44","9,247,652","18,749,381",288.143,0.011,2.597,-1.482
"'2015-06-23T07:00:00',",282.849,"101,047.38","1,987,794","7,520,851",285.695,0,2.957,-1.972
"'2015-06-23T08:00:00',",283.331,"101,084.45","3,518,284","8,614,887",286.67,0,3.229,-1.904
"'2015-06-23T09:00:00',",283.724,"101,149.04","5,203,546","9,762,203",287.492,0,3.581,-1.921
"'2015-06-23T10:00:00',",283.846,"101,186.80","6,681,142","11,029,061",287.817,0.001,4.006,-2.127
"'2015-06-23T11:00:00',",283.71,"101,208.47","8,353,984","12,278,706",287.836,0.001,4.663,-2.376
"'2015-06-23T12:00:00',",283.354,"101,230.08","9,536,604","13,555,254",287.548,0.002,4.768,-3.025
"'2015-06-25T13:00:00',",284.209,"102,089.89","16,343,646","15,851,485",295.441,0,2.885,0.984
"'2015-06-25T14:00:00',",284.036,"102,082.61","18,336,856","17,131,984",295.558,0,2.866,0.65
"'2015-06-25T15:00:00',",284.298,"102,060.23","19,933,834","18,443,186",295.493,0,2.64,0.223
"'2015-06-25T16:00:00',",284.84,"102,043.15","21,522,976","19,722,688",295.453,0,2.701,-0.626
"'2015-06-25T17:00:00',",286.318,"102,058.77","22,347,850","21,061,950",294.642,0,1.953,-1.612
"'2015-06-25T18:00:00',",287.098,"102,068.50","22,957,354","22,384,989",293.792,0,1.49,-2.191
"'2015-06-25T19:00:00',",286.845,"102,109.83","23,354,832","23,591,512",292.575,0,1.005,-1.922
"'2015-06-25T20:00:00',",286.547,"102,126.10","23,431,532","24,788,799",291.163,0,0.315,-1.828
"'2015-06-25T21:00:00',",286.473,"102,126.09","23,431,532","25,957,007",289.776,0,-0.705,-1.521
"'2015-06-25T22:00:00',",286.314,"102,127.27","23,431,532","27,125,045",288.559,0,-1.52,-1.006
"'2015-06-25T23:00:00',",286.188,"102,103.40","23,431,532","28,331,339",287.906,0,-1.73,-0.427
"'2015-06-26T00:00:00',",286.21,"102,084.22","23,431,532","29,604,648",287.857,0,-1.685,0.078
"'2015-06-26T01:00:00',",286.184,"102,047.64",0,"1,272,918.94",287.704,0,-1.529,0.495
"'2015-06-26T02:00:00',",285.994,"102,009.80",0,"2,504,339.81",287.239,0,-1.319,0.915
"'2015-06-26T03:00:00',",285.755,"101,965.02",0,"3,719,982.69",286.895,0,-1.294,1.133
"'2015-06-26T04:00:00',",285.558,"101,935.70","26,351","4,899,446.81",286.562,0,-1.27,1.148
"'2015-06-26T05:00:00',",286.22,"101,902.87","223,864","6,110,880",287.586,0,-1.272,1.151
"'2015-06-26T06:00:00',",286.815,"101,916.79","614,590","7,380,897",289.149,0,-1.305,0.638
"'2015-06-26T07:00:00',",287.82,"101,898.65","1,313,494","8,662,560",290.565,0,-0.035,1.199
"'2015-06-26T08:00:00',",288.483,"101,848.52","3,059,738","9,860,876",292.858,0,0.491,1.439
"'2015-06-26T09:00:00',",288.379,"101,815.48","5,351,698","11,049,813",294.672,0,1.753,1.573
"'2015-06-26T10:00:00',",286.85,"101,811.18","7,911,166","12,286,234",295.896,0,2.718,1.345
"'2015-06-26T11:00:00',",285.448,"101,788.40","10,393,580","13,585,305",296.539,0,3.468,1.026
"'2015-06-26T12:00:00',",284.76,"101,790.57","12,497,066","14,922,448",296.61,0,3.824,0.593
"'2015-06-26T13:00:00',",284.304,"101,785.50","14,668,364","16,262,630",296.801,0,3.439,0.178
"'2015-06-26T14:00:00',",284.492,"101,725.73","16,000,740","17,622,780",296.337,0,2.125,0.151
"'2015-06-26T15:00:00',",285.587,"101,699.91","16,929,144","18,979,768",296.137,0,0.812,0.844
"'2015-06-26T16:00:00',",285.797,"101,638.06","17,804,924","20,343,887",296.369,0,0.023,1.575
"'2015-06-26T17:00:00',",287.464,"101,586.04","18,540,760","21,703,811",296.218,0,-0.491,1.609
"'2015-06-26T18:00:00',",288.518,"101,564.95","19,085,820","23,085,504",295.582,0,-0.78,1.632
