Column1,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
"'2022-06-06T19:00:00',",285.028,"101,339.50","13,505,764","24,273,111",285.97,0.005,3.343,1.381
"'2022-06-09T02:00:00',",285.148,"100,798.82",0,"2,344,397.31",286.176,0,2.567,1.288
"'2022-06-09T03:00:00',",284.903,"100,827.22",0,"3,492,540.50",285.882,0,2.534,1.19
"'2022-06-09T04:00:00',",284.644,"100,896.71","27,665","4,586,325.88",285.58,0,2.501,1.253
"'2022-06-09T05:00:00',",285.118,"100,959.38","286,889","5,699,112.50",286.135,0,2.503,1.239
"'2022-06-09T06:00:00',",285.824,"101,040.81","944,506","6,797,074",287.272,0,2.694,1.184
"'2022-06-09T07:00:00',",286.426,"101,158.12","1,924,560","7,998,367",288.149,0.001,3.035,0.383
"'2022-06-18T14:00:00',",291.44,"101,466.78","17,426,608","18,240,638",300.536,0,1.303,-1.6
"'2022-06-19T02:00:00',",283.466,"101,008.22",0,"2,480,742.19",286.068,0,-1.584,-5.324
"'2022-06-23T17:00:00',",291.89,"100,789.39","24,148,476","21,703,451",301.216,0,-0.238,1.154
"'2022-06-23T18:00:00',",291.87,"100,804.46","24,874,236","23,107,758",299.948,0,-1.406,1.323
"'2022-06-23T23:00:00',",291.481,"100,715.78","25,191,228","30,128,916",293.237,0,0.481,-1.159
"'2022-06-24T00:00:00',",291.2,"100,682.54","25,191,228","31,500,601",292.836,0.001,2.107,-0.117
"'2022-06-24T01:00:00',",291.298,"100,664.50",0,"1,392,054.81",292.59,0.002,2.859,-0.269
"'2022-06-24T02:00:00',",291.18,"100,615.74",0,"2,772,205.38",292.323,0.004,2.911,-0.885
"'2022-06-24T12:00:00',",291.392,"100,509.75","6,594,876","16,763,992",295.155,0.016,1.462,0.698
"'2022-06-24T13:00:00',",290.946,"100,479.74","8,330,292","18,172,719",295.475,0.016,1.09,-0.125
"'2022-06-24T17:00:00',",290.161,"100,531.98","11,573,840","23,808,758",292.56,0.025,2.041,0.587
"'2022-06-24T18:00:00',",289.947,"100,582.25","11,970,852","25,189,010",292.392,0.025,1.32,0.118
"'2022-06-25T17:00:00',",289.825,"101,010.53","16,045,180","22,221,766",294.181,0.002,0.011,1.106
"'2022-06-25T18:00:00',",290.497,"101,062.39","16,330,980","23,600,582",293.319,0.004,0.709,1.336
"'2022-06-25T23:00:00',",288.97,"101,082.78","16,573,204","30,203,825",290.579,0.004,-1.897,0.769
"'2022-06-26T00:00:00',",289.015,"101,060.27","16,573,204","31,534,908",290.698,0.004,-2.086,1.273
"'2022-06-26T01:00:00',",289.079,"101,092.33",0,"1,333,185.88",290.694,0,-0.994,2.678
"'2022-06-26T02:00:00',",288.952,"101,141.54",0,"2,699,956",290.675,0.001,0.67,3.494
"'2022-06-26T03:00:00',",288.717,"101,173.77",0,"4,030,676.56",290.156,0.001,2.101,2.732
"'2022-06-26T04:00:00',",288.099,"101,221.04","13,260","5,355,352.50",289.57,0.001,2.788,2.195
"'2022-06-26T05:00:00',",287.383,"101,276.36","179,235","6,645,841.81",289.14,0.001,2.679,1.826
"'2022-06-26T06:00:00',",286.742,"101,323.02","664,274","7,863,999",289.006,0.001,2.315,1.871
"'2022-06-26T07:00:00',",286.443,"101,458.04","1,575,704","9,090,562",289.566,0.001,2.889,1.816
"'2022-06-26T08:00:00',",286.963,"101,457.06","2,776,828","10,380,478",290.45,0.001,1.613,1.272
"'2022-06-26T09:00:00',",286.7,"101,481.01","4,255,070","11,684,891",291.552,0.001,1.338,2.042
"'2022-06-26T10:00:00',",286.31,"101,538.38","5,761,894","13,030,402",292.429,0.001,1.453,2.662
"'2022-06-26T11:00:00',",285.876,"101,549.36","7,495,336","14,358,989",293.075,0.001,0.705,2.843
"'2022-06-26T12:00:00',",285.708,"101,537.66","9,276,432","15,693,514",293.582,0.001,0.154,2.928
"'2022-06-26T13:00:00',",285.471,"101,528.54","11,211,120","17,029,930",294.201,0.001,0.515,3.068
"'2022-06-26T14:00:00',",285.171,"101,492.60","12,766,004","18,389,317",294.395,0.001,0.586,2.665
"'2022-06-26T15:00:00',",285.295,"101,482.52","14,208,976","19,749,692",294.722,0.001,0.229,2.383
"'2022-06-26T16:00:00',",285.461,"101,430.49","15,505,936","21,096,008",294.867,0.001,-0.299,2.017
"'2022-06-26T17:00:00',",285.962,"101,412.88","16,356,592","22,453,871",294.565,0.001,-0.919,1.81
"'2022-06-26T18:00:00',",287.059,"101,411.19","16,869,096","23,804,045",294.052,0.001,-1.016,1.415
"'2022-06-26T19:00:00',",287.206,"101,478.34","17,145,776","25,105,238",291.901,0.001,-0.422,1.77
"'2022-06-26T20:00:00',",287.365,"101,504.27","17,204,532","26,365,490",291.172,0.001,-1.188,1.158
"'2022-06-26T21:00:00',",287.495,"101,524.36","17,204,532","27,664,560",290.641,0.001,-1.23,0.967
"'2022-06-26T22:00:00',",288.187,"101,537.13","17,204,532","28,976,395",290.024,0.001,-0.366,0.982
"'2022-06-26T23:00:00',",287.825,"101,546.61","17,204,532","30,257,360",289.646,0.001,-0.176,0.984
"'2022-06-27T00:00:00',",287.751,"101,502.72","17,204,532","31,538,966",289.239,0.001,-0.642,0.797
"'2022-06-27T01:00:00',",287.766,"101,504.23",0,"1,260,000.19",289.599,0,-0.674,0.37
"'2022-06-27T02:00:00',",287.574,"101,455.91",0,"2,499,381.75",288.682,0,-0.995,-0.129
"'2022-06-27T03:00:00',",287.23,"101,450.43",0,"3,720,628.06",287.841,0,-1.217,0.212
"'2022-06-27T04:00:00',",286.962,"101,460.21","22,001","4,928,437.63",287.355,0,-1.011,0.844
"'2022-06-27T05:00:00',",287.873,"101,451.47","288,292","6,115,387",288.643,0,0.119,0.654
"'2022-06-27T06:00:00',",288.053,"101,444.26","900,790","7,312,071",290.267,0,0.825,0.445
"'2022-06-27T07:00:00',",287.96,"101,452.74","1,199,616","8,675,793",290.761,0,1.106,-0.558
"'2022-06-27T08:00:00',",288.414,"101,479.93","1,483,264","10,031,140",290.645,0.001,0.844,-0.406
"'2022-06-27T09:00:00',",288.055,"101,515.23","2,034,100","11,383,512",291.148,0.001,0.752,-0.071
"'2022-06-27T10:00:00',",287.451,"101,556.68","3,096,162","12,745,120",291.849,0.001,0.382,0.17
"'2022-06-27T11:00:00',",287.542,"101,585.91","3,950,730","14,111,829",291.908,0.001,0.531,0.672
"'2022-06-27T12:00:00',",287.804,"101,592.17","5,057,604","15,484,258",291.642,0.002,1.681,0.896
"'2022-06-27T13:00:00',",287.55,"101,598.36","6,598,276","16,829,233",291.657,0.002,2.454,0.636
"'2022-06-27T14:00:00',",287.4,"101,619.09","8,167,996","18,145,036",292.183,0.003,2.119,0.293
"'2022-06-27T15:00:00',",287.048,"101,625.24","9,573,236","19,488,199",292.031,0.003,2.901,0.574
"'2022-06-27T16:00:00',",286.774,"101,689.40","10,814,324","20,788,470",290.87,0.004,3.796,0.672
"'2022-06-27T17:00:00',",286.438,"101,718.75","11,693,916","22,106,053",290.556,0.005,3.448,-0.445
"'2022-06-27T18:00:00',",286.183,"101,749.77","12,167,420","23,360,210",290.236,0.005,2.602,-0.651
"'2022-06-27T19:00:00',",286,"101,856.86","12,489,824","24,568,126",289.698,0.005,2.235,1.557
"'2022-06-27T20:00:00',",285.413,"101,948.16","12,570,428","25,712,391",288.895,0.005,2.215,1.51
"'2022-06-27T21:00:00',",285.207,"101,955.13","12,570,428","26,893,725",288.401,0.005,1.769,1.587
"'2022-06-27T22:00:00',",285.138,"101,963","12,570,428","28,022,700",287.788,0.005,1.334,1.736
"'2022-06-27T23:00:00',",285.069,"101,951.36","12,570,428","29,132,023",287.205,0.005,1.354,1.901
"'2022-06-28T00:00:00',",285.011,"101,992.62","12,570,428","30,245,211",286.809,0.005,1.573,1.836
"'2022-06-29T11:00:00',",285.995,"101,357.48","11,324,216","13,910,226",298.305,0,-0.647,1.911
"'2022-06-30T00:00:00',",288.211,"101,064.63","22,001,684","31,154,317",290.869,0,-2.236,0.707
"'2022-06-30T01:00:00',",288.148,"101,077.07",0,"1,243,259.38",290.912,0,-2.352,1.177
"'2022-06-30T02:00:00',",288.189,"101,063.04",0,"2,452,172.63",290.647,0,-1.857,1.726
"'2022-06-30T03:00:00',",288.24,"101,057.44",0,"3,678,353.69",290.379,0,-0.873,2.097
"'2022-06-30T04:00:00',",288.259,"101,027.20","23,638","4,901,585.19",290.029,0,-0.012,1.98
"'2022-06-30T05:00:00',",289.024,"101,034.31","293,166","6,137,095.50",290.643,0,0.54,1.277
"'2022-06-30T06:00:00',",289.496,"101,030.08","984,972","7,362,680",292.477,0,1.229,0.712
"'2022-06-30T07:00:00',",289.786,"101,098.53","2,208,952","8,594,703",293.396,0,2.313,0.296
"'2022-06-30T08:00:00',",289.768,"101,084.97","3,668,172","9,894,109",294.097,0,1.883,-0.376
"'2022-06-30T09:00:00',",289.811,"101,117.82","5,552,544","11,186,286",295.032,0,2.434,-0.237
"'2022-06-30T10:00:00',",289.577,"101,167.64","7,363,904","12,555,289",295.37,0,2.594,-0.259
"'2022-06-30T11:00:00',",289.306,"101,161.06","8,634,252","13,895,076",294.994,0,2.421,-1.065
"'2022-06-30T12:00:00',",289.333,"101,114.65","10,470,328","15,288,254",295.512,0,2.222,-1.804
"'2022-06-30T13:00:00',",289.314,"101,075.99","12,916,572","16,631,214",296.288,0,1.643,-1.988
"'2022-06-30T14:00:00',",289.162,"101,070.10","14,804,744","18,031,025",296.324,0,1.509,-2.248
"'2022-06-30T15:00:00',",289.172,"101,073.26","16,018,062","19,429,328",295.552,0,1.966,-2.809
"'2022-06-30T16:00:00',",288.969,"101,093.64","17,086,628","20,806,534",294.062,0,2.443,-3.161
"'2022-06-30T17:00:00',",288.27,"101,072.99","17,562,558","22,198,904",292.636,0.001,2.292,-3.25
"'2022-06-30T18:00:00',",287.827,"101,061.59","17,850,440","23,580,658",291.433,0.001,2.341,-3.384
"'2022-06-30T19:00:00',",288.885,"101,009.36","18,075,738","24,885,432",289.396,0.007,3.626,-1.692
"'2022-06-30T20:00:00',",288.215,"101,184.96","18,085,592","26,286,635",289.098,0.012,3.701,-1.957
"'2022-06-30T21:00:00',",287.897,"101,254.41","18,085,592","27,659,748",288.906,0.014,2.487,-1.019
"'2022-06-30T22:00:00',",287.819,"101,312.39","18,085,592","29,014,013",288.829,0.015,2.604,0.26
"'2022-06-30T23:00:00',",287.164,"101,343.76","18,085,592","30,378,525",288.636,0.015,3.052,1.087
"'2022-07-01T00:00:00',",286.91,"101,350.43","18,085,592","31,735,119",288.284,0.015,2.961,1.369
"'2022-07-05T20:00:00',",282.24,"102,422.33","19,894,780","24,756,878",288.175,0,2.072,-1.651
"'2022-07-05T21:00:00',",282.451,"102,467.43","19,894,780","25,851,260",287.226,0,2.082,-0.942
"'2022-07-05T22:00:00',",282.604,"102,513.02","19,894,780","26,937,459",286.508,0,2.298,-0.704
"'2022-07-05T23:00:00',",282.656,"102,525.74","19,894,780","28,030,247",286.045,0,2.413,-0.596
"'2022-07-06T00:00:00',",282.701,"102,531.85","19,894,780","29,131,834",285.735,0,2.447,-0.489
"'2022-07-06T01:00:00',",282.737,"102,516.24",0,"1,114,254",285.527,0,2.42,-0.287
"'2022-07-06T02:00:00',",282.764,"102,518.90",0,"2,217,522.63",285.295,0,2.486,-0.248
"'2022-07-06T03:00:00',",282.781,"102,505.41",0,"3,356,405.81",285.308,0,2.478,-0.283
"'2022-07-06T04:00:00',",282.897,"102,505.22","14,709","4,475,353.38",285.224,0,2.438,-0.264
"'2022-07-06T05:00:00',",283.355,"102,513.19","232,981","5,622,622.50",285.949,0,2.173,-0.268
"'2022-07-06T06:00:00',",283.622,"102,543.72","842,828","6,761,345",287.226,0,2.475,-0.632
"'2022-07-06T07:00:00',",283.857,"102,576.13","1,949,922","7,892,904",288.557,0,2.621,-1.215
"'2022-07-06T11:00:00',",282.187,"102,535.86","8,692,550","12,872,563",291.378,0,1.972,-1.105
"'2022-07-06T12:00:00',",281.814,"102,518.02","10,843,802","14,109,794",292.215,0,2.394,-0.643
"'2022-07-06T13:00:00',",282.191,"102,427.31","12,949,964","15,422,062",293.05,0,3.081,-0.292
"'2022-07-06T14:00:00',",282.63,"102,375.97","14,671,228","16,776,183",293.428,0,3.525,-0.025
"'2022-07-06T15:00:00',",283.25,"102,332.29","15,721,528","18,157,835",293.296,0,3.91,-0.192
"'2022-07-06T16:00:00',",284.242,"102,282.21","16,506,748","19,547,060",292.986,0,3.82,-0.531
"'2022-07-06T17:00:00',",285.077,"102,257.15","17,130,892","20,926,290",292.514,0,3.526,-0.446
"'2022-07-06T18:00:00',",285.604,"102,228.50","17,515,096","22,294,954",291.939,0,3.276,-0.023
"'2022-07-06T19:00:00',",285.435,"102,196.91","17,697,632","23,630,485",290.399,0,3.199,0.619
"'2022-07-06T20:00:00',",285.649,"102,163.27","17,710,712","25,023,212",290.164,0,3.29,0.659
"'2022-07-06T21:00:00',",286.091,"102,158.25","17,710,712","26,401,926",289.863,0.001,3.03,0.765
"'2022-07-06T22:00:00',",286.589,"102,130.22","17,710,712","27,792,704",289.61,0.002,2.88,1.321
"'2022-07-06T23:00:00',",286.994,"102,081.44","17,710,712","29,178,859",289.565,0.002,3.074,1.81
"'2022-07-07T00:00:00',",287.387,"102,003.49","17,710,712","30,565,519",289.706,0.002,3.57,1.708
"'2022-07-08T04:00:00',",283.043,"103,015.28","15,571","4,492,642.19",284.925,0,2.194,-0.804
"'2022-07-08T05:00:00',",283.572,"103,040.02","254,756","5,575,951.44",285.563,0,1.807,-0.683
"'2022-07-08T06:00:00',",284.196,"103,059.54","923,262","6,683,473",287.188,0,1.944,-0.798
"'2022-07-08T07:00:00',",284.55,"103,104.52","2,070,058","7,838,195",288.871,0,2.407,-0.852
"'2022-07-21T09:00:00',",291.302,"101,669.43","1,628,712","12,322,270",291.909,0.002,2.277,2.434
"'2022-07-21T10:00:00',",291.332,"101,662.31","2,013,648","13,781,591",291.96,0.004,2.969,1.677
"'2022-07-21T11:00:00',",290.739,"101,681.08","2,313,692","15,208,421",291.664,0.007,3.624,0.602
"'2022-07-21T12:00:00',",290.415,"101,716.37","2,765,216","16,628,554",291.491,0.008,3.892,0.034
"'2022-07-21T13:00:00',",290.412,"101,741.39","3,398,348","18,033,332",291.518,0.009,4.146,-0.08
"'2022-07-26T07:00:00',",287.022,"101,497.53","888,674","9,056,719",291.037,0,2.126,-2.296
"'2022-07-26T08:00:00',",286.887,"101,527.39","1,749,862","10,405,752",291.26,0,1.749,-3.058
"'2022-07-26T09:00:00',",286.791,"101,584.26","2,702,754","11,751,335",291.297,0.001,1.439,-2.96
"'2022-07-27T05:00:00',",283.957,"101,961.77","120,912","5,899,749",286.615,0,0.785,-1.359
"'2022-07-27T06:00:00',",283.694,"101,984.70","595,488","7,038,255",287.749,0,0.604,-1.573
"'2022-07-27T07:00:00',",283.409,"102,050.56","1,533,020","8,176,982",288.657,0,0.051,-1.924
"'2022-07-27T08:00:00',",282.81,"102,070.27","2,705,252","9,342,742",289.472,0,-0.115,-2.451
"'2022-07-27T09:00:00',",282.451,"102,073.24","4,606,452","10,501,810",290.637,0,0.093,-2.46
"'2022-07-27T10:00:00',",282.206,"102,059.25","6,477,196","11,734,891",291.39,0,0.263,-2.371
"'2022-07-27T11:00:00',",282.017,"102,030.95","8,191,800","13,023,521",291.872,0,0.251,-2.543
"'2022-07-27T12:00:00',",281.934,"102,000.45","10,299,600","14,343,216",292.623,0,0.106,-2.695
"'2022-07-27T13:00:00',",281.658,"102,002.19","11,561,148","15,656,341",292.509,0,0.091,-2.86
"'2022-07-27T14:00:00',",281.667,"101,990.20","12,763,162","16,999,278",292.554,0,0.013,-3.083
"'2022-07-27T15:00:00',",281.626,"101,971.30","14,059,608","18,302,860",292.65,0,-0.321,-3.336
"'2022-07-27T16:00:00',",281.519,"101,937.89","15,198,014","19,587,848",292.498,0,-0.652,-3.299
"'2022-07-27T17:00:00',",281.433,"101,936.01","16,051,274","20,889,750",292.222,0,-0.744,-3.159
"'2022-07-27T18:00:00',",281.844,"101,942.35","16,554,470","22,141,295",291.635,0,-0.561,-2.852
"'2022-07-31T00:00:00',",287.3,"101,733.79","22,675,270","30,174,384",291.503,0,-1.207,1.937
"'2022-07-31T01:00:00',",287.147,"101,707.79",0,"1,286,759.44",291.248,0,-0.756,2.203
"'2022-07-31T02:00:00',",286.987,"101,667.88",0,"2,572,842.13",291.004,0,-0.178,2.22
"'2022-07-31T03:00:00',",286.872,"101,610.43",0,"3,877,278.81",290.786,0,0.516,1.995
"'2022-07-31T04:00:00',",286.911,"101,563.44",0,"5,178,462.88",290.515,0,0.815,1.829
"'2022-07-31T05:00:00',",287.275,"101,557.27","71,181","6,524,390.50",290.772,0,1.083,1.792
"'2022-07-31T06:00:00',",287.949,"101,558.19","250,168","7,903,387",291.234,0,1.39,1.664
"'2022-07-31T07:00:00',",289.313,"101,545.93","773,870","9,225,408",291.705,0.001,1.858,2.305
"'2022-07-31T08:00:00',",290.15,"101,579.35","1,759,340","10,562,745",292.805,0.001,2.396,2.715
"'2022-07-31T09:00:00',",290.717,"101,548.58","2,353,764","11,969,548",292.885,0.002,2.01,2.759
"'2022-07-31T10:00:00',",291.032,"101,539.52","3,394,264","13,383,135",293.636,0.002,2.695,2.947
"'2022-07-31T11:00:00',",290.878,"101,492.52","4,171,230","14,793,133",294.011,0.002,2.645,2.83
"'2022-07-31T12:00:00',",290.701,"101,459.30","5,406,802","16,222,804",294.988,0.003,3.767,2.915
"'2022-07-31T13:00:00',",290.47,"101,419.00","6,695,386","17,683,059",295.762,0.003,4.629,2.604
"'2022-07-31T14:00:00',",290.309,"101,399.41","7,369,748","19,148,221",295.009,0.003,4.437,1.99
"'2022-07-31T15:00:00',",290.376,"101,380.85","8,358,604","20,597,226",295.11,0.003,4.559,1.503
"'2022-07-31T16:00:00',",290.5,"101,356.25","9,114,072","21,999,675",294.919,0.003,4.377,1.351
"'2022-07-31T17:00:00',",290.473,"101,363.82","9,703,362","23,423,371",295.179,0.003,4.399,1.19
"'2022-07-31T18:00:00',",290.125,"101,362.58","10,076,298","24,869,844",295.087,0.003,4.422,0.706
"'2022-07-31T19:00:00',",289.94,"101,405.54","10,151,086","26,313,673",293.812,0.004,4.136,0.156
"'2022-07-31T20:00:00',",289.924,"101,438.90","10,153,566","27,782,052",293.684,0.004,4.502,0.301
"'2022-07-31T21:00:00',",290.1,"101,462.82","10,153,566","29,256,653",293.489,0.004,4.426,0.132
"'2022-07-31T22:00:00',",290.294,"101,512.29","10,153,566","30,702,605",293.046,0.004,3.772,-0.341
"'2022-07-31T23:00:00',",290.362,"101,529","10,153,566","32,098,037",292.298,0.004,2.987,-0.804
"'2022-08-01T00:00:00',",290.336,"101,566.57","10,153,566","33,521,023",291.819,0.004,2.568,-1.231
"'2022-08-02T16:00:00',",289.705,"101,433.89","20,478,984","20,845,104",299.878,0,3.95,1.625
"'2022-08-02T17:00:00',",290.571,"101,441.06","21,224,398","22,358,980",299.28,0,3.369,0.841
"'2022-08-03T20:00:00',",292.073,"101,347.31","22,473,670","27,272,407",297.588,0,-0.603,-1.815
"'2022-08-03T21:00:00',",291.92,"101,347.74","22,473,670","28,653,609",296.429,0,-1.005,-1.576
"'2022-08-03T22:00:00',",291.708,"101,318.58","22,473,670","29,998,624",295.447,0,-1.706,-0.995
"'2022-08-03T23:00:00',",291.447,"101,319.04","22,473,670","31,337,404",294.851,0,-2.165,0.004
"'2022-08-04T00:00:00',",290.965,"101,281.95","22,473,670","32,651,450",294.454,0,-2.25,0.876
"'2022-08-04T01:00:00',",290.144,"101,241.39",0,"1,296,375.69",294.29,0,-2.138,1.634
"'2022-08-04T02:00:00',",289.312,"101,200.34",0,"2,590,393.38",294.277,0,-1.916,2.191
"'2022-08-04T03:00:00',",288.882,"101,157.96",0,"3,901,476.69",294.25,0,-1.396,2.265
"'2022-08-04T04:00:00',",289.047,"101,123.40",0,"5,213,280.56",293.873,0,-0.56,2.022
"'2022-08-04T05:00:00',",290.308,"101,125.81","72,529","6,522,222.38",293.116,0,0.512,1.342
"'2022-08-04T06:00:00',",291.038,"101,166.12","479,882","7,825,963",294.634,0,0.689,0.602
"'2022-08-04T07:00:00',",291.717,"101,173.81","1,359,386","9,148,956",296.237,0,0.838,-0.547
"'2022-08-04T08:00:00',",291.751,"101,184.79","2,596,154","10,508,190",297.477,0,1.428,-0.784
"'2022-08-04T12:00:00',",291.53,"101,319","8,905,438","16,292,991",299.397,0,2.894,-0.168
"'2022-08-04T13:00:00',",291.163,"101,302.54","11,255,940","17,723,687",300.019,0,2.927,-0.873
"'2022-08-04T14:00:00',",290.704,"101,288.05","13,744,782","19,114,909",300.43,0,2.743,-1.407
"'2022-08-04T15:00:00',",290.232,"101,283.43","15,981,240","20,499,523",300.362,0,2.604,-1.744
"'2022-08-04T16:00:00',",289.726,"101,271.23","17,739,264","21,878,026",299.733,0,2.698,-2.556
"'2022-08-04T17:00:00',",289.18,"101,290.63","18,923,206","23,272,547",298.448,0,2.526,-3.634
"'2022-08-04T18:00:00',",288.385,"101,359.23","19,557,244","24,639,454",296.737,0,1.947,-3.867
"'2022-08-04T19:00:00',",288.065,"101,380.04","19,666,048","26,079,891",295.76,0,0.63,-3.322
"'2022-08-04T20:00:00',",287.562,"101,391.50","19,670,050","27,495,408",294.575,0,0.511,-3.684
"'2022-08-04T21:00:00',",287.385,"101,429.03","19,670,050","28,881,214",293.395,0,0.459,-3.707
"'2022-08-04T22:00:00',",287.877,"101,465.64","19,670,050","30,299,693",292.225,0.001,0.103,-3.051
"'2022-08-04T23:00:00',",288.506,"101,435.50","19,670,050","31,707,542",291.279,0.002,0.082,-2.973
"'2022-08-05T00:00:00',",288.952,"101,473.40","19,670,050","33,120,016",290.628,0.003,0.7,-2.404
"'2022-08-10T06:00:00',",286.455,"102,642.13","467,092","6,886,029",289.376,0,-2.074,-1.34
"'2022-08-10T07:00:00',",287.823,"102,669.46","1,391,420","8,060,289",291.519,0,-2.283,-1.735
"'2022-08-10T08:00:00',",288.051,"102,661.44","2,880,714","9,245,342",293.516,0,-2.473,-1.577
"'2022-08-10T09:00:00',",288.223,"102,657.93","4,892,812","10,454,155",295.542,0,-2.481,-1.485
"'2022-08-18T09:00:00',",289.69,"101,285.75","2,609,946","11,936,381",293.714,0,1.014,-2.643
"'2022-08-18T10:00:00',",289.124,"101,301.45","4,335,734","13,282,699",294.817,0,0.636,-2.208
"'2022-08-22T23:00:00',",286.737,"101,336.37","17,657,426","29,644,171",292.687,0,-2.506,-0.602
"'2022-08-23T00:00:00',",286.924,"101,339.21","17,657,426","30,942,679",292.22,0,-2.172,-0.093
"'2022-08-23T01:00:00',",287.35,"101,357.69",0,"1,309,518.25",291.716,0,-1.499,0.558
"'2022-08-23T02:00:00',",288.353,"101,347.68",0,"2,656,721.75",291.2,0,-0.51,0.972
"'2022-08-23T03:00:00',",288.028,"101,362.26",0,"3,976,075.63",291.015,0,0.048,1.125
"'2022-08-23T04:00:00',",288.081,"101,375.80",0,"5,339,785.13",291.166,0,-0.087,1.082
"'2022-08-23T05:00:00',",288.427,"101,399.30","6,118","6,715,556.81",291.209,0,-0.403,1.065
"'2022-08-23T06:00:00',",289.112,"101,429.66","138,384","8,093,528",291.871,0,-0.087,1.199
"'2022-08-23T07:00:00',",289.853,"101,499.93","826,270","9,376,913",293.856,0,-0.138,0.771
"'2022-08-23T08:00:00',",289.908,"101,497.82","1,888,074","10,671,848",295.216,0,0.061,0.807
"'2022-08-23T09:00:00',",289.856,"101,541.55","3,385,878","11,983,523",296.598,0,0.454,0.851
"'2022-08-23T10:00:00',",289.613,"101,528.92","5,234,098","13,294,999",297.715,0,0.55,1.017
